0,1,2,3,4,5,6,LABEL
76525,7652,765,764-77999,760-77999,001-99999,,DISEASES AND INJURIES
7825,782,780-78999,780-79999,001-99999,,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
94201,9420,942,940-94999,800-99999,001-99999,,DISEASES AND INJURIES
71155,7115,711,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
71153,7115,711,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
59984,5998,599,590-59999,580-62999,001-99999,,DISEASES AND INJURIES
27785,2778,277,270-27999,240-27999,001-99999,,DISEASES AND INJURIES
3599,359,35,35-3999,00-9999,,,PROCEDURES
V4984,V498,V49,V40-V4999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
75889,7588,758,740-75999,001-99999,,,DISEASES AND INJURIES
E9438,E943,E930-E9499,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
01584,0158,015,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
6072,607,60,60-6499,00-9999,,,PROCEDURES
9671,967,96,87-9999,00-9999,,,PROCEDURES
71518,7151,715,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
71516,7151,715,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
E8109,E810,E810-E8199,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
74911,7491,749,740-75999,001-99999,,,DISEASES AND INJURIES
78702,7870,787,780-78999,780-79999,001-99999,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
78704,7870,787,780-78999,780-79999,001-99999,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
9111,911,91,87-9999,00-9999,,,PROCEDURES
53330,5333,533,530-53999,520-57999,001-99999,,DISEASES AND INJURIES
7968,796,79,76-8499,00-9999,,,PROCEDURES
9031,903,90,87-9999,00-9999,,,PROCEDURES
29583,2958,295,295-29999,290-29999,290-31999,001-99999,DISEASES AND INJURIES
94115,9411,941,940-94999,800-99999,001-99999,,DISEASES AND INJURIES
09322,0932,093,090-09999,001-13999,001-99999,,DISEASES AND INJURIES
09320,0932,093,090-09999,001-13999,001-99999,,DISEASES AND INJURIES
48881,4888,488,480-48899,460-51999,001-99999,,DISEASES AND INJURIES
20178,2017,201,200-20899,140-23999,001-99999,,DISEASES AND INJURIES
1754,175,17,17-1799,00-9999,,,PROCEDURES
8628,862,860-86999,800-99999,001-99999,,,DISEASES AND INJURIES
9009,900,90,87-9999,00-9999,,,PROCEDURES
33700,3370,337,330-33799,320-38999,001-99999,,DISEASES AND INJURIES
9984,998,996-99999,800-99999,001-99999,,,DISEASES AND INJURIES
7517,751,740-75999,001-99999,,,,DISEASES AND INJURIES
5670,567,560-56999,520-57999,001-99999,,,DISEASES AND INJURIES
37155,3715,371,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
79952,7995,799,797-79999,780-79999,001-99999,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
3500,350,35,35-3999,00-9999,,,PROCEDURES
04611,0461,046,045-04999,001-13999,001-99999,,DISEASES AND INJURIES
94233,9423,942,940-94999,800-99999,001-99999,,DISEASES AND INJURIES
94231,9423,942,940-94999,800-99999,001-99999,,DISEASES AND INJURIES
34830,3483,348,340-34999,320-38999,001-99999,,DISEASES AND INJURIES
99646,9964,996,996-99999,800-99999,001-99999,,DISEASES AND INJURIES
5762,576,570-57999,520-57999,001-99999,,,DISEASES AND INJURIES
86513,8651,865,860-86999,800-99999,001-99999,,DISEASES AND INJURIES
8085,808,80,76-8499,00-9999,,,PROCEDURES
90440,9044,904,900-90499,800-99999,001-99999,,DISEASES AND INJURIES
9358,935,93,87-9999,00-9999,,,PROCEDURES
E8338,E833,E830-E8389,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
V283,V28,V20-V2999,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
E8336,E833,E830-E8389,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
99676,9967,996,996-99999,800-99999,001-99999,,DISEASES AND INJURIES
V4383,V438,V43,V40-V4999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
7990,799,79,76-8499,00-9999,,,PROCEDURES
73811,7381,738,730-73999,710-73999,001-99999,,DISEASES AND INJURIES
4391,439,43,42-5499,00-9999,,,PROCEDURES
4850,485,48,42-5499,00-9999,,,PROCEDURES
37311,3731,373,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
6101,610,610-61299,580-62999,001-99999,,,DISEASES AND INJURIES
01526,0152,015,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
71831,7183,718,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
05319,0531,053,050-05999,001-13999,001-99999,,DISEASES AND INJURIES
8914,891,89,87-9999,00-9999,,,PROCEDURES
94543,9454,945,940-94999,800-99999,001-99999,,DISEASES AND INJURIES
17352,1735,173,170-17699,140-23999,001-99999,,DISEASES AND INJURIES
99802,9980,998,996-99999,800-99999,001-99999,,DISEASES AND INJURIES
99800,9980,998,996-99999,800-99999,001-99999,,DISEASES AND INJURIES
7325,732,730-73999,710-73999,001-99999,,,DISEASES AND INJURIES
3152,315,300-31699,290-31999,001-99999,,,DISEASES AND INJURIES
94427,9442,944,940-94999,800-99999,001-99999,,DISEASES AND INJURIES
0102,010,01,01-0599,00-9999,,,PROCEDURES
E897,E890-E8999,E000-E9999,,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
65454,6545,654,650-65999,630-67999,001-99999,,DISEASES AND INJURIES
2032,203,20,18-2099,00-9999,,,PROCEDURES
E9018,E901,E900-E9099,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
71194,7119,711,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
9853,985,980-98999,800-99999,001-99999,,,DISEASES AND INJURIES
37803,3780,378,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
82301,8230,823,820-82999,800-82999,800-99999,001-99999,DISEASES AND INJURIES
8742,874,870-87999,870-89799,800-99999,001-99999,,DISEASES AND INJURIES
8749,874,87,87-9999,00-9999,,,PROCEDURES
8733,873,87,87-9999,00-9999,,,PROCEDURES
9874,987,980-98999,800-99999,001-99999,,,DISEASES AND INJURIES
9676,967,960-97999,800-99999,001-99999,,,DISEASES AND INJURIES
87342,8734,873,870-87999,870-89799,800-99999,001-99999,DISEASES AND INJURIES
87340,8734,873,870-87999,870-89799,800-99999,001-99999,DISEASES AND INJURIES
30284,3028,302,300-31699,290-31999,001-99999,,DISEASES AND INJURIES
30282,3028,302,300-31699,290-31999,001-99999,,DISEASES AND INJURIES
76870,7687,768,764-77999,760-77999,001-99999,,DISEASES AND INJURIES
2811,281,280-28999,001-99999,,,,DISEASES AND INJURIES
76872,7687,768,764-77999,760-77999,001-99999,,DISEASES AND INJURIES
6388,638,634-63999,630-67999,001-99999,,,DISEASES AND INJURIES
3322,332,33,30-3499,00-9999,,,PROCEDURES
24241,2424,242,240-24699,240-27999,001-99999,,DISEASES AND INJURIES
V639,V63,V60-V6999,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
01195,0119,011,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
7888,788,78,76-8499,00-9999,,,PROCEDURES
7872,787,78,76-8499,00-9999,,,PROCEDURES
70701,7070,707,700-70999,680-70999,001-99999,,DISEASES AND INJURIES
E9679,E967,E960-E9699,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
83654,8365,836,830-83999,800-99999,001-99999,,DISEASES AND INJURIES
8793,879,87,87-9999,00-9999,,,PROCEDURES
75560,7556,755,740-75999,001-99999,,,DISEASES AND INJURIES
0991,099,09,08-1699,00-9999,,,PROCEDURES
37833,3783,378,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
9658,965,960-97999,800-99999,001-99999,,,DISEASES AND INJURIES
38022,3802,380,380-38999,320-38999,001-99999,,DISEASES AND INJURIES
7875,787,78,76-8499,00-9999,,,PROCEDURES
52114,5211,521,520-52999,520-57999,001-99999,,DISEASES AND INJURIES
9621,962,96,87-9999,00-9999,,,PROCEDURES
48282,4828,482,480-48899,460-51999,001-99999,,DISEASES AND INJURIES
99988,9998,999,996-99999,800-99999,001-99999,,DISEASES AND INJURIES
V9011,V901,V90,V90-V9099,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
74519,7451,745,740-75999,001-99999,,,DISEASES AND INJURIES
82030,8203,820,820-82999,800-82999,800-99999,001-99999,DISEASES AND INJURIES
74312,7431,743,740-75999,001-99999,,,DISEASES AND INJURIES
74310,7431,743,740-75999,001-99999,,,DISEASES AND INJURIES
40300,4030,403,401-40599,390-45999,001-99999,,DISEASES AND INJURIES
9171,917,91,87-9999,00-9999,,,PROCEDURES
72660,7266,726,725-72999,710-73999,001-99999,,DISEASES AND INJURIES
66920,6692,669,660-66999,630-67999,001-99999,,DISEASES AND INJURIES
81203,8120,812,810-81999,800-82999,800-99999,001-99999,DISEASES AND INJURIES
81201,8120,812,810-81999,800-82999,800-99999,001-99999,DISEASES AND INJURIES
8253,825,82,76-8499,00-9999,,,PROCEDURES
1941,194,190-19999,140-23999,001-99999,,,DISEASES AND INJURIES
28859,2885,288,280-28999,001-99999,,,DISEASES AND INJURIES
1743,174,170-17699,140-23999,001-99999,,,DISEASES AND INJURIES
6278,627,617-62999,580-62999,001-99999,,,DISEASES AND INJURIES
9679,967,960-97999,800-99999,001-99999,,,DISEASES AND INJURIES
07071,0707,070,070-07999,001-13999,001-99999,,DISEASES AND INJURIES
20974,2097,209,209-20999,140-23999,001-99999,,DISEASES AND INJURIES
20972,2097,209,209-20999,140-23999,001-99999,,DISEASES AND INJURIES
V529,V52,V50-V5999,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
66922,6692,669,660-66999,630-67999,001-99999,,DISEASES AND INJURIES
E8722,E872,E870-E8769,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
67111,6711,671,670-67799,630-67999,001-99999,,DISEASES AND INJURIES
6022,602,600-60899,580-62999,001-99999,,,DISEASES AND INJURIES
34541,3454,345,340-34999,320-38999,001-99999,,DISEASES AND INJURIES
38332,3833,383,380-38999,320-38999,001-99999,,DISEASES AND INJURIES
36521,3652,365,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
52426,5242,524,520-52999,520-57999,001-99999,,DISEASES AND INJURIES
52424,5242,524,520-52999,520-57999,001-99999,,DISEASES AND INJURIES
94154,9415,941,940-94999,800-99999,001-99999,,DISEASES AND INJURIES
9548,954,950-95799,800-99999,001-99999,,,DISEASES AND INJURIES
6147,614,614-61699,580-62999,001-99999,,,DISEASES AND INJURIES
94156,9415,941,940-94999,800-99999,001-99999,,DISEASES AND INJURIES
72690,7269,726,725-72999,710-73999,001-99999,,DISEASES AND INJURIES
7901,790,790-79699,780-79999,001-99999,,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
41011,4101,410,410-41499,390-45999,001-99999,,DISEASES AND INJURIES
71232,7123,712,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
3832,383,38,35-3999,00-9999,,,PROCEDURES
1572,157,150-15999,140-23999,001-99999,,,DISEASES AND INJURIES
623,62,60-6499,00-9999,,,,PROCEDURES
V9199,V919,V91,V91-V9199,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
4613,461,460-46699,460-51999,001-99999,,,DISEASES AND INJURIES
75023,7502,750,740-75999,001-99999,,,DISEASES AND INJURIES
430,43,42-5499,00-9999,,,,PROCEDURES
5283,528,520-52999,520-57999,001-99999,,,DISEASES AND INJURIES
V4579,V457,V45,V40-V4999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
V4577,V457,V45,V40-V4999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
9056,905,90,87-9999,00-9999,,,PROCEDURES
1254,125,12,08-1699,00-9999,,,PROCEDURES
69559,6955,695,690-69899,680-70999,001-99999,,DISEASES AND INJURIES
1746,174,170-17699,140-23999,001-99999,,,DISEASES AND INJURIES
3928,392,39,35-3999,00-9999,,,PROCEDURES
20063,2006,200,200-20899,140-23999,001-99999,,DISEASES AND INJURIES
20061,2006,200,200-20899,140-23999,001-99999,,DISEASES AND INJURIES
5262,526,520-52999,520-57999,001-99999,,,DISEASES AND INJURIES
85306,8530,853,850-85499,800-99999,001-99999,,DISEASES AND INJURIES
85304,8530,853,850-85499,800-99999,001-99999,,DISEASES AND INJURIES
27549,2754,275,270-27999,240-27999,001-99999,,DISEASES AND INJURIES
81513,8151,815,810-81999,800-82999,800-99999,001-99999,DISEASES AND INJURIES
4210,421,42,42-5499,00-9999,,,PROCEDURES
7611,761,76,76-8499,00-9999,,,PROCEDURES
17382,1738,173,170-17699,140-23999,001-99999,,DISEASES AND INJURIES
67633,6763,676,670-67799,630-67999,001-99999,,DISEASES AND INJURIES
8704,870,870-87999,870-89799,800-99999,001-99999,,DISEASES AND INJURIES
56739,5673,567,560-56999,520-57999,001-99999,,DISEASES AND INJURIES
E8531,E853,E850-E8589,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
09883,0988,098,090-09999,001-13999,001-99999,,DISEASES AND INJURIES
2549,254,249-25999,240-27999,001-99999,,,DISEASES AND INJURIES
V1040,V104,V10,V10-V1999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
20255,2025,202,200-20899,140-23999,001-99999,,DISEASES AND INJURIES
0330,033,030-04199,001-13999,001-99999,,,DISEASES AND INJURIES
73734,7373,737,730-73999,710-73999,001-99999,,DISEASES AND INJURIES
5845,584,58,55-5999,00-9999,,,PROCEDURES
67453,6745,674,670-67799,630-67999,001-99999,,DISEASES AND INJURIES
73398,7339,733,730-73999,710-73999,001-99999,,DISEASES AND INJURIES
67451,6745,674,670-67799,630-67999,001-99999,,DISEASES AND INJURIES
V8524,V852,V85,V85-V8599,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
37234,3723,372,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
E8350,E835,E830-E8389,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
36405,3640,364,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
5305,530,53,42-5499,00-9999,,,PROCEDURES
87263,8726,872,870-87999,870-89799,800-99999,001-99999,DISEASES AND INJURIES
0612,061,06,06-0799,00-9999,,,PROCEDURES
5837,583,580-58999,580-62999,001-99999,,,DISEASES AND INJURIES
80082,8008,800,800-80499,800-82999,800-99999,001-99999,DISEASES AND INJURIES
80080,8008,800,800-80499,800-82999,800-99999,001-99999,DISEASES AND INJURIES
61610,6161,616,614-61699,580-62999,001-99999,,DISEASES AND INJURIES
43391,4339,433,430-43899,390-45999,001-99999,,DISEASES AND INJURIES
8440,844,840-84899,800-99999,001-99999,,,DISEASES AND INJURIES
V582,V58,V50-V5999,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
8242,824,820-82999,800-82999,800-99999,001-99999,,DISEASES AND INJURIES
V780,V78,V70-V8299,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
66321,6632,663,660-66999,630-67999,001-99999,,DISEASES AND INJURIES
8961,896,89,87-9999,00-9999,,,PROCEDURES
36102,3610,361,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
5362,536,53,42-5499,00-9999,,,PROCEDURES
0902,090,090-09999,001-13999,001-99999,,,DISEASES AND INJURIES
3171,317,31,30-3499,00-9999,,,PROCEDURES
71872,7187,718,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
6572,657,65,65-7199,00-9999,,,PROCEDURES
9127,912,910-91999,800-99999,001-99999,,,DISEASES AND INJURIES
9624,962,96,87-9999,00-9999,,,PROCEDURES
80413,8041,804,800-80499,800-82999,800-99999,001-99999,DISEASES AND INJURIES
69589,6958,695,690-69899,680-70999,001-99999,,DISEASES AND INJURIES
71870,7187,718,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
82531,8253,825,820-82999,800-82999,800-99999,001-99999,DISEASES AND INJURIES
V424,V42,V40-V4999,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
20113,2011,201,200-20899,140-23999,001-99999,,DISEASES AND INJURIES
6395,639,63,60-6499,00-9999,,,PROCEDURES
9699,969,960-97999,800-99999,001-99999,,,DISEASES AND INJURIES
71819,7181,718,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
4465,446,44,42-5499,00-9999,,,PROCEDURES
7850,785,78,76-8499,00-9999,,,PROCEDURES
6922,692,690-69899,680-70999,001-99999,,,DISEASES AND INJURIES
9751,975,960-97999,800-99999,001-99999,,,DISEASES AND INJURIES
80669,8066,806,805-80999,800-82999,800-99999,001-99999,DISEASES AND INJURIES
74722,7472,747,740-75999,001-99999,,,DISEASES AND INJURIES
71120,7112,711,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
07812,0781,078,070-07999,001-13999,001-99999,,DISEASES AND INJURIES
6173,617,617-62999,580-62999,001-99999,,,DISEASES AND INJURIES
V160,V16,V10-V1999,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
E9550,E955,E950-E9599,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
8958,895,89,87-9999,00-9999,,,PROCEDURES
8609,860,86,85-8699,00-9999,,,PROCEDURES
5811,581,580-58999,580-62999,001-99999,,,DISEASES AND INJURIES
94324,9432,943,940-94999,800-99999,001-99999,,DISEASES AND INJURIES
36901,3690,369,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
7458,745,740-75999,001-99999,,,,DISEASES AND INJURIES
86814,8681,868,860-86999,800-99999,001-99999,,DISEASES AND INJURIES
81401,8140,814,810-81999,800-82999,800-99999,001-99999,DISEASES AND INJURIES
36565,3656,365,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
2410,241,240-24699,240-27999,001-99999,,,DISEASES AND INJURIES
V311,V31,V30-V3999,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
E9321,E932,E930-E9499,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
9586,958,958-95999,800-99999,001-99999,,,DISEASES AND INJURIES
0711,071,07,06-0799,00-9999,,,PROCEDURES
70719,7071,707,700-70999,680-70999,001-99999,,DISEASES AND INJURIES
9330,933,930-93999,800-99999,001-99999,,,DISEASES AND INJURIES
35839,3583,358,350-35999,320-38999,001-99999,,DISEASES AND INJURIES
V1084,V108,V10,V10-V1999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
V1082,V108,V10,V10-V1999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
20261,2026,202,200-20899,140-23999,001-99999,,DISEASES AND INJURIES
3991,399,39,35-3999,00-9999,,,PROCEDURES
33821,3382,338,338-33899,320-38999,001-99999,,DISEASES AND INJURIES
37612,3761,376,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
V8904,V890,V89,V89-V8999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
38532,3853,385,380-38999,320-38999,001-99999,,DISEASES AND INJURIES
38530,3853,385,380-38999,320-38999,001-99999,,DISEASES AND INJURIES
4254,425,42,42-5499,00-9999,,,PROCEDURES
2752,275,270-27999,240-27999,001-99999,,,DISEASES AND INJURIES
9434,943,94,87-9999,00-9999,,,PROCEDURES
71642,7164,716,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
0771,077,07,06-0799,00-9999,,,PROCEDURES
99769,9976,997,996-99999,800-99999,001-99999,,DISEASES AND INJURIES
E9319,E931,E930-E9499,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
94354,9435,943,940-94999,800-99999,001-99999,,DISEASES AND INJURIES
94352,9435,943,940-94999,800-99999,001-99999,,DISEASES AND INJURIES
6925,692,690-69899,680-70999,001-99999,,,DISEASES AND INJURIES
01130,0113,011,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
5115,511,51,42-5499,00-9999,,,PROCEDURES
3062,306,300-31699,290-31999,001-99999,,,DISEASES AND INJURIES
101,100-10499,001-13999,001-99999,,,,DISEASES AND INJURIES
E8042,E804,E800-E8079,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
E8040,E804,E800-E8079,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
74510,7451,745,740-75999,001-99999,,,DISEASES AND INJURIES
V0253,V025,V02,V01-V0699,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
2102,210,210-22999,140-23999,001-99999,,,DISEASES AND INJURIES
07059,0705,070,070-07999,001-13999,001-99999,,DISEASES AND INJURIES
2300,230,230-23499,140-23999,001-99999,,,DISEASES AND INJURIES
9278,927,925-92999,800-99999,001-99999,,,DISEASES AND INJURIES
38860,3886,388,380-38999,320-38999,001-99999,,DISEASES AND INJURIES
604,60,60-6499,00-9999,,,,PROCEDURES
V4989,V498,V49,V40-V4999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
V4987,V498,V49,V40-V4999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
53141,5314,531,530-53999,520-57999,001-99999,,DISEASES AND INJURIES
5988,598,590-59999,580-62999,001-99999,,,DISEASES AND INJURIES
9220,922,920-92499,800-99999,001-99999,,,DISEASES AND INJURIES
36300,3630,363,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
32759,3275,327,327-32799,320-38999,001-99999,,DISEASES AND INJURIES
5732,573,570-57999,520-57999,001-99999,,,DISEASES AND INJURIES
2331,233,230-23499,140-23999,001-99999,,,DISEASES AND INJURIES
32721,3272,327,327-32799,320-38999,001-99999,,DISEASES AND INJURIES
90142,9014,901,900-90499,800-99999,001-99999,,DISEASES AND INJURIES
30741,3074,307,300-31699,290-31999,001-99999,,DISEASES AND INJURIES
77182,7718,771,764-77999,760-77999,001-99999,,DISEASES AND INJURIES
37430,3743,374,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
2642,264,260-26999,240-27999,001-99999,,,DISEASES AND INJURIES
42981,4298,429,420-42999,390-45999,001-99999,,DISEASES AND INJURIES
71218,7121,712,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
01652,0165,016,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
94876,9487,948,940-94999,800-99999,001-99999,,DISEASES AND INJURIES
0046,004,00-0099,00-9999,,,,PROCEDURES
4572,457,451-45999,390-45999,001-99999,,,DISEASES AND INJURIES
1171,117,110-11899,001-13999,001-99999,,,DISEASES AND INJURIES
65601,6560,656,650-65999,630-67999,001-99999,,DISEASES AND INJURIES
4023,402,40,40-4199,00-9999,,,PROCEDURES
63621,6362,636,634-63999,630-67999,001-99999,,DISEASES AND INJURIES
3439,343,340-34999,320-38999,001-99999,,,DISEASES AND INJURIES
0038,003,001-00999,001-13999,001-99999,,,DISEASES AND INJURIES
8573,857,85,85-8699,00-9999,,,PROCEDURES
V427,V42,V40-V4999,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
E9383,E938,E930-E9499,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
20143,2014,201,200-20899,140-23999,001-99999,,DISEASES AND INJURIES
6382,638,63,60-6499,00-9999,,,PROCEDURES
9783,978,97,87-9999,00-9999,,,PROCEDURES
E8038,E803,E800-E8079,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
5092,509,50,42-5499,00-9999,,,PROCEDURES
V7261,V726,V72,V70-V8299,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
44321,4432,443,440-44999,390-45999,001-99999,,DISEASES AND INJURIES
3162,316,31,30-3499,00-9999,,,PROCEDURES
53451,5345,534,530-53999,520-57999,001-99999,,DISEASES AND INJURIES
2279,227,210-22999,140-23999,001-99999,,,DISEASES AND INJURIES
11599,1159,115,110-11899,001-13999,001-99999,,DISEASES AND INJURIES
8131,813,81,76-8499,00-9999,,,PROCEDURES
V4512,V451,V45,V40-V4999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
85115,8511,851,850-85499,800-99999,001-99999,,DISEASES AND INJURIES
2221,222,210-22999,140-23999,001-99999,,,DISEASES AND INJURIES
72781,7278,727,725-72999,710-73999,001-99999,,DISEASES AND INJURIES
V1329,V132,V13,V10-V1999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
63651,6365,636,634-63999,630-67999,001-99999,,DISEASES AND INJURIES
81322,8132,813,810-81999,800-82999,800-99999,001-99999,DISEASES AND INJURIES
E9934,E993,E990-E9999,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
9199,919,910-91999,800-99999,001-99999,,,DISEASES AND INJURIES
2334,233,230-23499,140-23999,001-99999,,,DISEASES AND INJURIES
7842,784,780-78999,780-79999,001-99999,,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
